Area (hectares),Temperature (C),Rainfall (mm),Soil Moisture (%),Yield (kg),Environmental Factor
9.711053963763307,15.277747444828615,941.6428846513114,39.32723453254674,63434.75697845161,0.5115735469244795
7.863761821930588,17.40674026757901,846.6432262527003,53.529216843272025,33656.95152993891,1.0
9.425239944859797,16.97929616623966,990.627326782649,34.456151162687455,45846.69144395936,1.0
9.000859829062664,18.161012174479357,857.4248330403649,54.391786992465825,42281.30954576774,1.0
6.1800497987053085,21.826575563066093,677.5125250719125,36.272192038068944,32462.43384028248,1.0
9.25780523271961,23.171073662682602,872.3007050412203,33.12932422713358,49983.131665678404,1.0
1.3406787694932352,29.752502464070385,571.2547585358676,38.15959644798796,5662.372085869051,1.0
2.3618371929818793,17.008229796306047,821.7119411553047,50.49787834699474,7624.883191797648,1.0
0.9296592446501116,26.921611992382918,793.3540018711078,25.040081114559772,3831.918827770926,1.0
3.590638142251011,20.930055778872454,758.376628545492,27.856768634880694,14473.066450185288,1.0
4.192434252050079,21.752681451737836,774.2924977122138,58.057793026523676,20259.075498303446,1.0
3.077815801852011,25.37409746083302,423.6301909004722,27.019665095254297,10517.34071916366,1.0
8.373006336943329,16.386389892188507,690.2550184518077,42.709092717242186,35700.30568331583,0.8897597405626717
3.889156603589098,23.912048730920255,818.5689802282229,43.17257866647751,16375.297091932744,1.0
3.1688778420301174,22.83226104106528,831.9712783994801,39.58497848200979,15162.809396542614,1.0
5.65561279000336,24.462256320040744,594.4649718148083,45.78980994307274,27153.372027553476,1.0
1.8387801372602453,23.44584321953909,1053.1415681729402,29.193069031904738,9299.297472488195,1.0
8.120871317163378,34.276500699554475,626.7650303570998,42.106490711069924,31521.654556695034,1.0
1.2082311149578229,18.81130007874342,993.8914401053473,34.886930209875885,4402.66767057526,1.0
9.875425897704915,19.345015224990913,885.4388723743369,46.46669038516756,38439.60052265277,1.0
7.836325308318245,18.88429736787618,670.7545380312393,25.648941734925977,29733.739254482003,1.0
2.387798974574638,19.222614404198726,1155.0621785219023,42.835096673579045,13644.112135060463,1.0
0.5524601126742228,18.81306436346741,561.272633648704,27.410814215332948,2551.500009259027,1.0
8.246883570320925,27.94508265553776,983.8308347220003,31.145722524601457,31319.40834689329,1.0
7.2151447665523625,29.102521239949276,1000.1164636085957,28.748392012943327,34577.9434439143,1.0
7.425568096389379,19.14626853125262,665.875958184671,27.313511194752685,42680.91341297087,1.0
7.827068293516485,17.838222134478855,1078.4930600128657,53.02843806242668,45433.21111715655,1.0
1.2034241914738584,24.35707778193202,749.9906970802094,31.428302706435613,4909.415800183309,1.0
3.90542442117059,19.238884778595143,857.7387258559714,57.084951274577975,21785.967099334306,1.0
1.6007560654887323,25.164659088777555,852.0643677542441,58.797061013807635,6282.215874874467,1.0
8.699482545818139,23.0146151042565,773.1382517058904,42.8504187974839,38970.44766762939,1.0
6.4213322048618,14.42127942501384,962.1616546319565,25.720044906629056,21073.667828521593,0.1343204011150098
3.6435312361001673,29.737526006650306,958.6977441104426,34.98192973518325,18304.029899108198,1.0
1.1038043277172245,30.97938836547761,450.29360535236384,51.90929053392856,3778.434617359866,1.0
3.454332056298791,18.93605654757807,1060.8680485756304,34.69562914788282,11441.464924361058,1.0
3.5892415592540967,20.061492200320078,467.50160239286515,23.48068873211155,12290.03616126031,1.0
7.431258694211609,23.429326953624525,1006.5092408683315,42.27139643712752,34069.00759853143,1.0
6.556795977874525,23.672283949935125,1025.3410273655168,53.80483405984139,39334.003757935374,1.0
8.928521054475102,25.29272136336415,581.8067139569604,51.837055485740095,39033.98647401159,1.0
4.986041789038518,32.05102269383175,717.8371424090831,27.00492560521413,32944.35441257047,1.0
1.636145336413866,21.11526386252975,578.8590663028128,46.910584576498664,9884.682395896347,1.0
7.275825478618453,18.00851377730773,757.0157939422529,28.820170537425884,42996.88437137698,1.0
7.727457961860526,15.103403859927365,738.3931431628517,28.72830138208689,25041.250786368208,0.3490643910660622
5.832133376910214,18.345349800290403,955.932106453868,54.96287093220741,26154.51541949484,1.0
7.824188209568329,21.834365135631014,1062.0617492239217,29.986758109609205,49535.715010172076,1.0
5.191058165461712,30.97278931758894,1079.1367621579911,30.52989386072045,27296.924316814635,1.0
5.465961879128944,19.411943504819142,687.5663946843396,20.026135630451982,22070.313125610966,1.0
4.561639674406221,23.118939758194493,758.1556252510944,54.82676136502071,21330.78565331868,1.0
0.7414817040689043,21.91788551963624,463.31236155580996,51.70379252836539,3779.1375790285765,1.0
1.5249685564363924,27.94196636724042,638.8259867007623,45.09315740362712,7797.926642886953,1.0
0.7985772640239754,34.63466212936811,992.9703266194915,50.01063055755369,3030.565339804452,1.0
6.545898907005914,19.345656135398396,1123.1165647096464,26.081942696979674,27168.149364248857,1.0
3.4863818202251036,19.55280278740889,553.1302256240156,38.33294378350302,20445.98942938373,1.0
5.331421566064677,27.22080438534536,681.5071481694212,34.04877549395124,31302.48063968974,1.0
9.121881502297883,25.40945744813156,794.7188486082146,23.75106105028066,29687.65221592136,1.0
2.868276176914312,31.23353662868017,856.0322317639213,39.44521940859696,18070.97834549262,1.0
4.398637768838483,24.919640926629818,638.0792960156707,56.829586013705416,15089.777047990554,1.0
7.677735816158963,20.203539546064704,884.8122088928179,21.60236476202778,42323.601131226475,1.0
2.6735825721704134,24.953274153461546,705.2321305858168,31.658436539751754,12372.529623061564,1.0
1.2313091433735335,27.543517902914537,797.1095458243442,28.30163744822814,6884.491693875148,1.0
3.252638802680796,26.102410905986822,909.2568496007399,29.525866146627852,17381.814513821315,1.0
2.0316022289130418,24.53637015553649,801.2844539621875,56.337382075175015,8444.8121978548,1.0
9.332127697254444,27.333373447945768,712.7228218946863,38.722762169371606,51854.94078103192,1.0
8.17714360586196,27.846477952228362,778.0780392148338,38.65197651759275,23334.553598174203,1.0
6.517335686849023,28.910794955187637,782.3274081589329,50.42302569821129,34739.45701476411,1.0
8.778875606783318,25.243549437948214,725.9977940235744,26.17968816019703,43226.4430049378,1.0
8.134884730541588,21.164409598415727,748.2407874665795,39.49061416400203,44552.04518047836,1.0
2.2724155594173405,22.733568432166614,1119.7294341009433,37.199408564842386,8538.470260387248,1.0
8.97931048565479,28.032544832541785,912.1838895882478,43.87642762186624,52451.0403926836,1.0
5.623751298198682,17.91532164506382,740.9039363941679,59.98230813001754,17831.771590683424,1.0
8.170681474058593,23.843366544364507,939.3908809021472,50.77795576328188,24304.689617171036,1.0
9.012867349273186,20.033305938363196,733.236102048798,35.91462812069709,44308.033082837355,1.0
3.521033012232707,22.143724114674086,1034.6249275173282,53.10212209096188,16920.817990274354,1.0
1.545493283012929,28.392259313036494,873.9284384396187,26.828334532499206,10011.372364644167,1.0
2.665384044148446,22.955495340099517,778.5395711991542,21.218547452358404,10171.184763262308,1.0
4.557523991949435,22.232182740780743,889.5433851620555,28.17793489857092,17693.46280671869,1.0
8.271140276263685,15.200719295100404,485.82476958630014,33.616462244570386,35681.53729568906,0.3268845356497628
8.676940540935263,25.731267830136105,574.6465062180389,40.42323029838239,35504.49147188203,1.0
0.5660452400463116,25.227420905705376,561.214998720189,44.60516562164799,1825.7986118746683,1.0
5.352099374486874,32.8162736165273,828.5886189527414,56.42422868857687,23886.96383600425,1.0
4.465404529913401,20.461108825234994,1146.5029998970183,40.394160382018306,17037.51124256698,1.0
2.6100241994719373,23.095751638319694,1246.2600292385264,40.051025785029175,13080.69169308135,1.0
1.6387209896699866,23.246918418553776,927.6102202881515,22.009720392919284,7028.2705849022705,1.0
3.7073441283344657,29.887266398817374,900.1688949888915,21.396462106248954,21110.631681855088,1.0
9.457642187168933,21.523522338065238,439.7884531694522,42.046398476654886,55494.29563914929,1.0
3.570427854197175,23.395107628851697,691.4652400531957,37.52714452993378,18796.086420575997,1.0
5.428510906561978,25.039482548582697,642.4432496183522,53.567215799211944,19186.158878229086,1.0
7.17868010950419,22.93304561578179,675.8304803497767,26.427183388473807,39326.271734471025,1.0
3.9544812226032926,19.767831927247357,766.3712362830421,20.998866484681983,17470.876425076833,1.0
9.731929785849127,22.97044996449154,705.5818844605745,37.961550717205036,54787.00200339326,1.0
9.643249301950057,27.36815874929886,404.14003792484243,29.4991422700903,37107.83665151514,1.0
2.8919318103409593,16.8674235029447,949.5820512235068,21.984574933553496,14778.825860533689,1.0
5.223860805977662,22.66484837073438,585.4513948520387,48.98393147390516,26558.22569516765,1.0
3.3583439432593116,18.499395925304135,847.84937282223,24.4637199982899,10186.179519203286,1.0
3.205984696585942,27.975233144624212,1214.8165339499947,44.33278000031087,12974.746082867316,1.0
0.8504259998680616,14.384065476081126,616.1230816827153,31.241990006675564,4978.262883723745,0.03218908495729175
6.29086117280902,19.205390763642058,293.94249545073404,26.93984201420088,20451.745693788507,1.0
5.2754507206741845,23.886059375322603,742.7991556239779,35.190060916772694,28255.01976762359,1.0
0.9890481368748989,29.827620146171704,1020.1919269997143,52.057831048918146,4739.3275116196055,1.0
3.1471414102478086,21.67124869463506,1191.6694908441189,35.68374307618291,17057.255458139523,1.0
9.128525916683211,19.22400236653401,554.0900811095166,50.03078596844223,36522.22347973259,1.0
2.775837961336238,31.40578534720295,899.3398446473043,25.019451871966027,12557.259769517184,1.0
1.8765012848666194,14.75993049791878,706.9379086439893,50.91085678660316,12223.037621998392,0.26878614212051855
5.149801222636849,11.005970216899591,778.8103291391728,29.477332996265947,22352.70506844329,0.0
9.863679314050707,24.20007225026666,1328.868669403407,47.09572519555491,45247.315834334004,1.0
2.799525079359254,19.489728878236946,499.4059343209694,42.631262193639856,12593.973047519385,1.0
6.885287700355846,16.893835914346433,850.7479322989147,57.165788688467494,23407.303731306183,1.0
7.735386345622817,25.541782236496765,893.5386343530866,35.49290071901256,22162.50204013151,1.0
2.7575566679277967,23.219003568855996,1017.1572649878694,22.646607553377617,12989.7731544611,1.0
7.418055311812666,19.179606846316357,819.5966306941791,20.766219422050117,48125.33954752837,1.0
3.9939397608329057,15.598478006645529,861.6101079008205,53.07434243891012,17226.343773342087,0.657097262345188
6.506905390639005,26.362286641400722,721.6702865156418,40.98942550645729,24165.99351844844,1.0
6.5185322522285,25.251005889793305,853.8253882490214,51.00976207339797,28236.030830021846,1.0
5.589859498710205,21.504120681103085,731.3615449005179,29.377024000460587,23873.102462682837,1.0
1.357752815516879,31.233184980238327,924.3143779712102,33.80334982052935,5995.354401704415,1.0
8.43537370809776,16.649576168369236,726.0779327912733,21.204154888452756,46130.20943752674,0.941266311850435
3.5474106172314905,14.372374145376305,875.4200787804373,58.459692982964484,15671.431596917175,0.18695476073354678
2.271925848798615,18.540459650593778,794.1474372630043,46.71471626803253,11063.974831899206,1.0
0.8873638447702572,21.77206991822251,1025.2100501544337,57.32820351037225,2715.223943334381,1.0
6.113482960288297,23.21669724661346,789.7212552823028,30.619856297162894,43437.90537499639,1.0
6.936861437501683,20.79381971071835,445.3935063586237,44.458544449026434,21275.535823418602,1.0
0.6575843748146335,23.760276982571483,1052.3843001427983,47.13999873170551,1990.9272426286625,1.0
5.364884053843169,15.74230287904778,618.8535398274762,32.70198801030354,27758.734686654403,0.5806831775982658
2.6517098643804107,29.218823020366298,669.2467322702361,53.9243694006252,13432.919562068682,1.0
6.629141508889774,21.589244108037157,680.8677411913015,57.88645851600991,27860.82751508279,1.0
2.1564810755474184,27.586479157940637,1074.8876186341636,55.394204707840174,9147.987922848379,1.0
7.063908511973427,23.71362673188852,372.8651572042609,49.5626790375749,39381.63754566375,1.0
4.173985789855106,24.283766095768918,1427.5497067319989,31.09858718899816,14626.690170825397,1.0
9.398934892998978,24.84883640116102,1011.2113618132104,31.264641684225268,58475.875705839935,1.0
1.8064489693869359,24.238542800086574,844.6477828258319,58.53441281784151,9685.102135181089,1.0
3.7401303349774557,25.21361379933772,789.0211998767427,20.41137983742768,17311.053871659216,1.0
1.577998451785596,28.645762650662157,857.1108149715313,48.64199892968578,6235.430276190079,1.0
9.284589373646346,22.98260584850735,904.2244856758676,48.24984650221049,34724.48169834377,1.0
8.83472385711932,25.54501878794256,929.0431171900113,44.907581637991896,45043.02493138333,1.0
2.9504454632939785,21.551321528563868,911.1208932006897,59.604353843474634,12044.36615230363,1.0
6.7698484373247005,29.200586077247365,817.9161362510498,32.47517743054901,27792.130012336096,1.0
8.263610901911552,18.61803848970365,760.5323159385348,33.59887455172993,37440.086320717484,1.0
5.774407710194892,31.00470216455408,769.7453432692977,23.15757611786222,36838.45160123857,1.0
5.531680494382061,21.799210246778284,761.0183439294638,37.7119254617495,21269.229434552155,1.0
2.797596763554291,14.84612448940976,1026.754019373413,30.441941049393925,18891.046755587708,0.3378018247241098
1.3844762941560425,22.640522074553946,918.7113444561724,33.73546808710577,5085.701664480056,1.0
9.023549700556604,18.594741712625595,211.92227306714392,53.38287161022511,29178.457595649692,1.0
9.05397154305164,26.203217744943622,931.1801553059522,57.41938054109983,35299.655182879564,1.0
6.514463844096046,18.736880103488044,838.947238943755,27.429322880207426,26143.950451785648,1.0
3.7207830149626564,19.769082833926102,796.2582487108206,34.900357262138634,14774.540805529514,1.0
3.8174909588202786,12.552296345272346,722.2963093822228,57.145222484615765,10047.034238042597,0.0
7.396578949267274,19.738468403754617,1024.8225439972027,22.472338427568907,48663.919132336065,1.0
9.022547469549483,9.880603366855217,989.5052924245715,23.69442112445514,49980.086777346434,0.0
8.927321030518614,14.080485882571384,645.4244664352782,26.511639568249173,43879.03095445893,0.0
7.908817685647427,25.802073280721487,881.410457424907,43.80851336507499,26879.122390314955,1.0
6.599300638465734,25.92900079325416,605.6686530917428,26.018890840239898,23975.099742737853,1.0
1.299329667452964,24.127287808924823,524.0763670422139,58.72305525802934,3918.2898262561584,1.0
2.0354727838988307,17.165119284353935,674.656555082007,37.86858109034081,9738.74641807049,1.0
9.036264791007254,21.7614432192901,972.4786944765517,40.06071841400666,51129.2953977716,1.0
6.261076066766105,21.981987304547157,990.6250090752173,29.86634463221626,23707.574069232192,1.0
0.5873719903579817,16.208176554037287,902.6170840194586,38.83841009738934,2331.0770423402314,0.8705709771129205
1.463979657227305,29.51699150883575,945.0191573695995,46.47654530548046,6266.11859658955,1.0
6.80326680652653,26.386811452878355,903.2356574229917,50.04708547816171,29818.780317082852,1.0
0.5480850465390775,20.89517913085168,671.7036809554096,50.15472330839652,2307.914978915885,1.0
2.0276764884662373,22.134429194972654,886.3845089347881,43.115644507763534,8891.59521430602,1.0
5.712970998982568,23.04191403973776,960.0819050455365,56.17439099975429,29439.419446245156,1.0
7.073004378080586,11.791325657878547,950.8582659627149,52.696313892244376,25413.486429476892,0.0
6.693631965274705,20.764113087397014,1037.7826742949287,50.281924587945014,20404.07925732548,1.0
2.630558439875318,18.590078760011007,941.6607694402128,22.224220867218424,17616.400832331983,1.0
7.265702602801591,16.991899950525422,870.2896415083165,20.27511848878597,29614.715664386076,1.0
2.7538663312196006,20.594498535570224,1014.0300476632855,28.497891087818918,9506.362360021327,1.0
3.591297132513043,30.988432634247612,794.695748150188,46.54094375653809,12230.326547755561,1.0
7.591668348621229,25.20421430633505,623.6250697544565,36.44789955530183,21107.117816495538,1.0
6.671512540948539,19.144105051086015,767.3866072112472,36.096250371972474,26147.214176351416,1.0
8.56762239969469,24.862913906780793,651.0194710387102,55.38347552918455,47236.01702503102,1.0
6.747322476853262,28.99677718293001,664.9643450051237,55.82251392527355,28631.20609306331,1.0
5.8989317316869805,26.623168414563843,771.0962658568965,56.36701056214343,20007.442170092545,1.0
1.3899102943668784,22.29815184960087,641.5160158000077,32.55512306060109,6981.077429235584,1.0
3.9933001290646186,18.76531611147213,738.4076940721919,47.64223250957047,18362.16907187109,1.0
3.0194224929763918,25.491116568067948,421.27706660924287,30.865327250974786,16393.49242524227,1.0
2.817901612101294,23.967426927108747,842.6587414745877,27.62439332297799,17811.888291645348,1.0
9.743600270148233,26.475966100138663,800.2410950724449,27.38529829389477,30765.614175944887,1.0
4.234428384334224,25.175859008409848,636.5822737863618,33.68430483454376,25546.36354113425,1.0
8.974442274182577,27.247763576596675,931.8491336864811,37.19830479119287,38478.4827294008,1.0
6.4958169469739975,19.32382394219716,987.5140275253117,53.23796684220274,42390.85432198843,1.0
8.05070738364566,28.586970328171628,478.48802712620517,24.795643738908485,41680.53369310884,1.0
5.275052384499325,22.987998023461998,647.4550442867571,49.39703389579577,35567.2905023316,1.0
5.980586903950411,32.37630436312632,646.1715300425403,41.25819656757221,28041.994945568364,1.0
5.178918091279207,18.55406090955216,612.0193797782271,31.5178137070397,18907.154274338867,1.0
2.354808384081423,30.679819015826247,965.8949683863497,39.71278338131299,10492.755457508776,1.0
7.3632950949843,22.989553917313238,761.2347722454393,31.997682791080905,46159.063591304875,1.0
3.16733744318813,18.74290998192776,747.0970317378778,43.843278209532244,18861.711893243344,1.0
0.7310016810988115,19.58057082972839,399.2275271186493,37.35375691420977,2204.648998749594,1.0
6.631986811118094,20.3982634590284,927.0836060418453,26.57622116315515,34180.22087550629,1.0
2.182551454366965,24.120829732009582,552.1483210293055,24.663322982227868,7030.755280173394,1.0
9.434356551352685,24.6141774401775,811.9865260532656,41.8678272828852,32610.33172913551,1.0
9.562321481524581,19.131499980307105,855.4753875916383,56.09652133144414,38198.707540702366,1.0
9.191211707094261,21.878227038695087,1072.1317191677301,33.75830746230742,34236.86598972073,1.0
4.016507652426721,32.71135179305932,538.2359201761776,49.320004288904926,21237.863018037948,1.0
0.6468378570242406,30.637715850503557,196.09756883583498,46.346454197590674,2892.514750692051,1.0
9.31902634458339,24.18161834837016,836.769908950739,57.26219657237924,36594.77277866421,1.0
4.567749409014486,22.190017390841,1160.1022363021707,52.839240691965635,13688.666756895142,1.0
9.68322078091486,22.600156633591308,1047.7892705878876,42.66421035621852,37589.68121483236,1.0
9.654389782347902,25.06758986365208,841.9318830549252,46.28121992936429,34317.342652037274,1.0
8.60358982693992,16.886037174007974,701.6727628735905,55.935458663361395,37335.51121608859,1.0
3.297264474661064,20.713117312883274,961.4245193274621,35.98075138347739,9628.704106992305,1.0
4.158428421718289,13.657079630612053,605.2907600591063,33.07178823431109,15952.721977389683,0.0
8.585798379410141,23.996115613026397,895.2715538712439,20.432443345407854,41494.299590213544,1.0
3.510759048984638,25.235979698513706,901.0940318333254,53.06204296765857,15316.761609348552,1.0
2.1101810935178786,19.58406768850313,1012.0419814997759,52.039228016134594,8374.21832137081,1.0
5.789611993354327,29.869933816450164,1351.9320077822156,24.178180724006054,22161.71103923917,1.0
9.39347035452742,15.871171684988294,878.4831934357534,43.07429524530801,58658.01086052486,0.7412365177619676
7.112283068412244,14.6781255989509,698.2072748585002,38.559267926675496,42382.13944091121,0.1963902258179362
5.915581115848967,23.12225909279986,794.8851375616011,24.74836382036446,22401.793516007318,1.0
1.4231766908223011,27.235491513060772,446.1848190221763,59.22272908242894,5372.8619181461845,1.0
6.342568653642113,30.419638457289345,661.0573737821884,28.58783549853422,21873.595521882176,1.0
9.9055115759905,19.7055786856553,718.1435123773792,22.689367203622446,62911.44879285814,1.0
1.8307981447469783,27.39340416715648,695.1823204130815,43.79389518007638,5427.656025206552,1.0
5.424131697455499,21.807457652496463,830.4709744067444,49.554667085321306,14962.170611713955,1.0
8.835044183315576,21.136863500295902,635.5160135235599,21.29773784188748,36205.58789493391,1.0
7.537301868664942,26.41829968743336,1024.2061334648943,46.34870554908089,26213.303479232825,1.0
7.121649539455046,25.2616143920671,800.0414129836395,41.29167503805817,19856.81273034089,1.0
7.173598797877538,14.118039215078753,798.1399357722771,24.13060035500194,27505.988034175316,0.0
3.915165936587674,29.38270174862948,734.4210566974165,26.900955077854483,14257.472653688697,1.0
3.289122520512687,28.900456770737257,831.0381367717958,42.718971892643225,16339.713498716155,1.0
8.18893097704588,18.872186492452354,965.0196529335269,31.854304540531537,26986.271319795153,1.0
8.196077249452216,23.979017667187044,626.5739568578199,57.53262914605264,29978.848614704217,1.0
8.737187026510986,24.470150931413695,668.3767021849487,52.74960917936203,53238.882530753115,1.0
9.175785249286477,23.303368829119535,739.2547942446671,59.342688260546524,38056.27433560837,1.0
5.357752789178909,19.2484742307729,530.8258153053571,30.38683355801656,25196.410646642125,1.0
5.264404799528396,18.641883160309742,636.1484280557004,58.78894531191908,24310.40135004616,1.0
8.083804200184364,21.872229645042772,704.7558252910682,37.24935479166231,21913.5282736161,1.0
6.674657342388769,27.86364509629682,974.8778361425454,33.90075181255018,38257.67410004944,1.0
7.168685333948182,24.71800077297216,852.512265800385,22.01398107877413,26150.498167163634,1.0
8.06003035964296,20.14692833956947,838.7179822735088,22.110610314384104,47784.049384069156,1.0
8.95505074726688,25.858493553241722,970.1795924335945,47.68045023786619,31543.330512880166,1.0
3.7109539900895903,7.757286896849623,772.5256423201207,38.31715977736111,21926.383228380862,0.0
4.068038050079468,27.743828501860516,878.0929699857779,29.060865041444227,13235.403216822928,1.0
1.3928284284882555,13.301431106109503,779.3556494135007,44.55881225300931,7678.210579082764,0.0
5.993661339463653,20.18779529298434,853.0724698799257,30.114324730004448,30813.16085375126,1.0
0.8414516010690498,16.401650526869282,683.4482684776835,43.1052701737769,4424.504485880993,0.8950105018123488
4.923181172258372,15.526592621395471,312.23656834471416,34.368349879307615,28891.951695071446,0.4074130686995255
5.655124029721978,27.804133936892597,773.1441675627392,52.94208906447276,28393.925353070113,1.0
3.222141895218702,19.661493993440544,1084.549627219988,52.82784643067117,20956.945249928045,1.0
6.112915975405603,23.73251940865358,985.2430804483184,39.094015924896055,21369.329104379627,1.0
0.7897523744209696,21.76539710560408,993.0794969182341,34.032764373400624,2870.4826290065366,1.0
0.854807793117537,24.385204136115608,1047.2261443612435,34.50239186236378,3149.6694460931276,1.0
8.314705326266754,22.384109455301278,817.7315181922875,52.22858102672872,36817.11320306815,1.0
3.9218110934069976,15.585038879057151,839.4631414811191,33.127179311904484,16134.426418410596,0.5852360320029097
1.7070748701929055,26.9813340972357,676.46962091313,28.36237494827384,7402.455340416324,1.0
5.461310970520642,19.531217084193436,736.7854287945901,23.38753367501227,22168.125797378245,1.0
7.8149387544368025,14.217090506701245,923.1542299542283,38.66772483537633,36256.17105385993,0.0797856461728955
2.55029976122001,19.859424195170437,1040.7768874337632,39.28528395679368,8964.704938384974,1.0
6.417459520280502,29.503798953171554,772.1107448638,53.636348416116284,26872.098625367664,1.0
1.310800917440796,26.251108710567465,709.9621470297177,28.84954785784256,4947.352603972898,1.0
0.9909763511017731,20.256739327960705,800.1055917713195,35.23965094673599,5597.182599842115,1.0
5.547868999897406,20.253711478407855,920.241349785823,52.336229555747636,25896.395611050775,1.0
5.6360336552960115,20.391824743913087,511.2290367732916,52.94494442995894,30112.078138836096,1.0
6.555584064232963,32.383739917804206,340.7638093725524,35.384443039150725,20542.171070033008,1.0
7.397867670365285,23.909677261157768,689.8926301016833,38.36496093146724,36713.098782605026,1.0
9.770594754894079,24.150208235955347,555.8575148171683,32.13143563397132,35399.83985597343,1.0
5.404853308861355,27.15141727015921,698.3719604705378,57.30219513677248,24257.213060349088,1.0
3.5680864929418368,23.193945795132567,770.4439362365057,24.745750629663213,15510.906084844566,1.0
8.054268850302684,20.704789270896484,709.3503181953973,57.3499769200588,24543.624531317375,1.0
3.072906386989705,21.01825075457511,1090.493506894149,47.35465807341373,11067.560312590893,1.0
